Protein.Group,Genes,PG.MaxLFQ,CellType,Fraction,SampleName
Q86U42,PABPN1,24340.599609375,WO,3,WO_F3
Q86U42,PABPN1,144031.046875,WO,4,WO_F4
O14979,HNRNPDL,84639.78125,EP,2,EP_F2
Q9Y388,RBMX2,4814.0576171875,EP,1,EP_F1
Q9NWS9,ZNF446,10740.9287109375,WO,4,WO_F4
P14210,HGF,9073.2607421875,WO,2,WO_F2
P30876,POLR2B,31234.640625,WO,2,WO_F2
Q9P2F9,ZNF319,2418.948486328125,EP,4,EP_F4
Q9P2F9,ZNF319,7172.990234375,WO,3,WO_F3
Q9P2F9,ZNF319,4301.68212890625,WO,4,WO_F4
P35914,HMGCL,13231.1552734375,WO,3,WO_F3
P35914,HMGCL,5105.794921875,WO,4,WO_F4
Q96QG7,MTMR9,3313.19189453125,EP,1,EP_F1
Q96QG7,MTMR9,3902.069580078125,EP,3,EP_F3
P68106,FKBP1B,17453.265625,WO,3,WO_F3
Q96KQ7,EHMT2,2796.7900390625,EP,4,EP_F4
Q96KQ7,EHMT2,3588.2509765625,WO,4,WO_F4
P33121,ACSL1,14664.58203125,EP,3,EP_F3
P33121,ACSL1,6686.671875,EP,4,EP_F4
P33121,ACSL1,4293.9462890625,WO,3,WO_F3
O00192,ARVCF,3141.04345703125,EP,1,EP_F1
P39656,DDOST,60608.53125,EP,3,EP_F3
Q15063,POSTN,4714.45458984375,WO,1,WO_F1
Q15063,POSTN,3488.9296875,WO,2,WO_F2
Q15063,POSTN,2243.107666015625,WO,4,WO_F4
P0CAP2,POLR2M,25435.384765625,WO,3,WO_F3
P0CAP2,POLR2M,53498.7890625,WO,4,WO_F4
Q58FF6,HSP90AB4P,1046.093994140625,EP,1,EP_F1
Q58FF6,HSP90AB4P,10836.7802734375,EP,4,EP_F4
Q58FF6,HSP90AB4P,12762.8994140625,WO,4,WO_F4
P49750,YLPM1,18621.396484375,EP,1,EP_F1
O75164,KDM4A,6665.0498046875,EP,3,EP_F3
O95881,TXNDC12,2631.969970703125,EP,1,EP_F1
P45880,VDAC2,352277.96875,EP,2,EP_F2
P45880,VDAC2,240478.96875,EP,3,EP_F3
P45880,VDAC2,376116.4375,EP,4,EP_F4
P45880,VDAC2,55153.23828125,WO,3,WO_F3
P45880,VDAC2,111324.6796875,WO,4,WO_F4
P98179,RBM3,53739.2421875,WO,4,WO_F4
P98179,RBM3,7355.14501953125,EP,4,EP_F4
Q96DH6,MSI2,21792.291015625,EP,2,EP_F2
Q96DH6,MSI2,79457.46875,EP,3,EP_F3
Q96DH6,MSI2,26197.314453125,WO,1,WO_F1
Q96DH6,MSI2,25430.634765625,WO,2,WO_F2
Q96DH6,MSI2,55048.69921875,WO,3,WO_F3
Q96DH6,MSI2,39337.18359375,WO,4,WO_F4
Q96DH6,MSI2,36305.08203125,EP,1,EP_F1
Q96DH6,MSI2,80464.2578125,EP,4,EP_F4
Q14011,CIRBP,49541.81640625,EP,3,EP_F3
Q14011,CIRBP,75219.296875,EP,4,EP_F4
O43347,MSI1,35437.38671875,EP,2,EP_F2
O43347,MSI1,10232.6181640625,WO,2,WO_F2
O75140,DEPDC5,4944.33447265625,EP,2,EP_F2
O75140,DEPDC5,889.08258056640625,EP,3,EP_F3
Q8WYB5,KAT6B,2889.1357421875,EP,4,EP_F4
Q6ZQX7,LIAT1,4699.3017578125,WO,1,WO_F1
Q6ZQX7,LIAT1,6172.888671875,WO,3,WO_F3
Q6ZQX7,LIAT1,10045.6025390625,WO,4,WO_F4
Q9Y2V7,COG6,2341.752197265625,WO,1,WO_F1
P00367,GLUD1,144232.8125,EP,1,EP_F1
P00367,GLUD1,385776.5,EP,2,EP_F2
P00367,GLUD1,120678.625,EP,4,EP_F4
P00367,GLUD1,70950,WO,1,WO_F1
P00367,GLUD1,142399.4375,EP,3,EP_F3
P00367,GLUD1,74179.78125,WO,2,WO_F2
P00367,GLUD1,38970.87109375,WO,4,WO_F4
Q8WUU5,GATAD1,3346.91015625,EP,3,EP_F3
Q96PD2,DCBLD2,5512.05419921875,WO,2,WO_F2
Q96PD2,DCBLD2,13820.6552734375,WO,3,WO_F3
Q96RP9,GFM1,7286.630859375,WO,3,WO_F3
Q6UW02,CYP20A1,6425.14501953125,EP,3,EP_F3
P27658,COL8A1,68384.5625,EP,3,EP_F3
P27658,COL8A1,16889.22265625,EP,4,EP_F4
P27658,COL8A1,16761.408203125,EP,2,EP_F2
P52948,NUP98,2295.59912109375,WO,4,WO_F4
A6NMZ7,COL6A6,13205.4033203125,WO,4,WO_F4
Q499Z4,ZNF672,4766.71240234375,EP,1,EP_F1
Q499Z4,ZNF672,4775.21533203125,EP,2,EP_F2
P43897,TSFM,4719.4912109375,WO,2,WO_F2
Q9GZT8,NIF3L1,17438.662109375,EP,1,EP_F1
O43615,TIMM44,15945.142578125,WO,4,WO_F4
Q9NUG6,PDRG1,13119.1044921875,WO,1,WO_F1
Q9NUG6,PDRG1,2755.81005859375,WO,2,WO_F2
Q9NUG6,PDRG1,2671.301513671875,WO,3,WO_F3
Q9NUG6,PDRG1,18858.236328125,WO,4,WO_F4
Q12769,NUP160,12872.3369140625,EP,3,EP_F3
Q96MX6,DNAAF10,8869.9208984375,EP,1,EP_F1
Q96MX6,DNAAF10,4700.82421875,EP,2,EP_F2
Q96MX6,DNAAF10,4780.6171875,EP,3,EP_F3
Q96MX6,DNAAF10,12608.4716796875,EP,4,EP_F4
O75038,PLCH2,5114.337890625,WO,3,WO_F3
Q9NZ08,ERAP1,43332.42578125,EP,4,EP_F4
Q14554,PDIA5,14898.6650390625,WO,2,WO_F2
P23468,PTPRD,16131.63671875,EP,2,EP_F2
Q9Y2J8,PADI2,3229.14599609375,WO,3,WO_F3
Q9UNN5,FAF1,3780.4423828125,EP,1,EP_F1
Q9UNN5,FAF1,3732.77490234375,EP,2,EP_F2
Q9UNN5,FAF1,3626.132080078125,WO,1,WO_F1
P01033,TIMP1,4124.43701171875,EP,1,EP_F1
P01033,TIMP1,6242.99560546875,EP,3,EP_F3
P01033,TIMP1,9897.154296875,EP,4,EP_F4
P01033,TIMP1,31297.30078125,WO,3,WO_F3
P01033,TIMP1,7712.5751953125,WO,4,WO_F4
P13497,BMP1,4110.3251953125,EP,3,EP_F3
P50452,SERPINB8,4705.5322265625,EP,2,EP_F2
P50452,SERPINB8,5385.4013671875,WO,1,WO_F1
P50452,SERPINB8,4121.86083984375,WO,3,WO_F3
P50452,SERPINB8,3832.509521484375,WO,4,WO_F4
A7MD48,SRRM4,3420.86181640625,WO,1,WO_F1
A7MD48,SRRM4,3049.52392578125,WO,3,WO_F3
P21399,ACO1,32287.83203125,WO,1,WO_F1
P53673,CRYBA4,15115.7978515625,EP,1,EP_F1
P53673,CRYBA4,11903.80078125,EP,2,EP_F2
P53673,CRYBA4,14614.9560546875,EP,3,EP_F3
P53673,CRYBA4,20770.978515625,EP,4,EP_F4
P53673,CRYBA4,8746.150390625,WO,3,WO_F3
P53673,CRYBA4,17119.958984375,WO,4,WO_F4
Q9H0U3,MAGT1,5832.58251953125,EP,1,EP_F1
Q9H0U3,MAGT1,6479.978515625,EP,2,EP_F2
Q9H0U3,MAGT1,45585.296875,EP,3,EP_F3
Q9H0U3,MAGT1,11157.1796875,EP,4,EP_F4
Q96EY5,MVB12A,5599.14208984375,EP,3,EP_F3
Q96EY5,MVB12A,10482.6044921875,WO,1,WO_F1
P45973,CBX5,178245.90625,EP,2,EP_F2
P45973,CBX5,121076.6171875,EP,3,EP_F3
P45973,CBX5,161907.953125,EP,4,EP_F4
Q2TAA2,IAH1,28872.111328125,EP,1,EP_F1
Q2TAA2,IAH1,13185.84375,EP,4,EP_F4
Q9Y625,GPC6,8506.1435546875,WO,2,WO_F2
P26373,RPL13,301251.90625,EP,2,EP_F2
P26373,RPL13,423745.09375,EP,3,EP_F3
P26373,RPL13,331503,EP,4,EP_F4
P26373,RPL13,660199,WO,2,WO_F2
P26373,RPL13,1359348.125,WO,3,WO_F3
P26373,RPL13,804531.625,WO,4,WO_F4
Q9H410,DSN1,6648.404296875,EP,2,EP_F2
Q9H410,DSN1,1772.6158447265625,EP,3,EP_F3
Q9H410,DSN1,5084.392578125,WO,1,WO_F1
P35052,GPC1,6420.92578125,WO,1,WO_F1
P35052,GPC1,5825.4013671875,WO,4,WO_F4
O75317,USP12,32515.580078125,EP,3,EP_F3
O75317,USP12,5038.75537109375,EP,4,EP_F4
O75317,USP12,7011.05224609375,WO,3,WO_F3
Q14119,VEZF1,12458.37890625,EP,1,EP_F1
Q14119,VEZF1,7052.8193359375,EP,2,EP_F2
Q96EY8,MMAB,17689.396484375,WO,1,WO_F1
Q96EY8,MMAB,25644.505859375,WO,2,WO_F2
Q96EY8,MMAB,47157.2265625,WO,3,WO_F3
Q14847,LASP1,83302.0234375,EP,1,EP_F1
Q99081,TCF12,8511.6689453125,WO,3,WO_F3
Q9HCB6,SPON1,13546.837890625,EP,4,EP_F4
Q96K58,ZNF668,2765.69677734375,EP,4,EP_F4
O43829,ZBTB14,1805.4300537109375,EP,3,EP_F3
O43829,ZBTB14,672.09320068359375,EP,4,EP_F4
P49585,PCYT1A,83582.7265625,WO,2,WO_F2
P56192,MARS1,12027.685546875,WO,1,WO_F1
Q9UHQ9,CYB5R1,43523.5625,WO,4,WO_F4
Q6PCE3,PGM2L1,10203.939453125,WO,4,WO_F4
O14495,PLPP3,14030.162109375,EP,2,EP_F2
O14495,PLPP3,9600.751953125,WO,2,WO_F2
P55083,MFAP4,1633.3780517578125,EP,1,EP_F1
P55083,MFAP4,6432.14111328125,WO,1,WO_F1
P55083,MFAP4,6064.966796875,WO,2,WO_F2
P55083,MFAP4,5294.08837890625,WO,4,WO_F4
Q96EG1,ARSG,13075.021484375,EP,3,EP_F3
Q96EG1,ARSG,2785.40380859375,EP,4,EP_F4
Q96EG1,ARSG,12247.5576171875,WO,3,WO_F3
Q96EG1,ARSG,4300.77099609375,WO,4,WO_F4
Q6P1M3,LLGL2,7587.923828125,EP,2,EP_F2
Q96MY1,NOL4L,91738.0234375,WO,3,WO_F3
O15427,SLC16A3,13339.0146484375,WO,1,WO_F1
O15427,SLC16A3,10722.3369140625,WO,2,WO_F2
O15427,SLC16A3,4818.54638671875,WO,3,WO_F3
Q9HCC0,MCCC2,3045.11572265625,WO,1,WO_F1
O94813,SLIT2,3384.69873046875,EP,1,EP_F1
O94813,SLIT2,5234.2001953125,EP,4,EP_F4
P20290,BTF3,206410.5,WO,3,WO_F3
P20290,BTF3,88487.9765625,WO,4,WO_F4
Q15024,EXOSC7,31503.525390625,EP,3,EP_F3
Q15024,EXOSC7,8239.703125,EP,4,EP_F4
Q15024,EXOSC7,12749.154296875,WO,3,WO_F3
Q15024,EXOSC7,2281.732421875,WO,4,WO_F4
Q04864,REL,2712.607421875,WO,3,WO_F3
Q00653,NFKB2,24813.236328125,EP,2,EP_F2
Q00653,NFKB2,3752.46435546875,EP,3,EP_F3
Q00653,NFKB2,847.019287109375,EP,4,EP_F4
Q00653,NFKB2,1941.3277587890625,WO,2,WO_F2
Q9NTM9,CUTC,293686.96875,EP,1,EP_F1
Q9NTM9,CUTC,581282.5,EP,2,EP_F2
Q9NTM9,CUTC,280530.90625,EP,3,EP_F3
Q9NTM9,CUTC,235085.234375,EP,4,EP_F4
Q9NTM9,CUTC,99214.921875,WO,1,WO_F1
Q9NTM9,CUTC,91975.8828125,WO,2,WO_F2
Q9NTM9,CUTC,41635.89453125,WO,3,WO_F3
Q9NTM9,CUTC,93802.65625,WO,4,WO_F4
P14854,COX6B1,8595.265625,EP,1,EP_F1
P14854,COX6B1,29857.337890625,EP,2,EP_F2
P32418,SLC8A1,2104.334228515625,EP,1,EP_F1
P32418,SLC8A1,1860.4052734375,EP,4,EP_F4
Q6ZSZ5,ARHGEF18,6555.107421875,WO,3,WO_F3
P25713,MT3,2261.962646484375,EP,1,EP_F1
Q9P2Y4,ZNF219,19968.8515625,WO,2,WO_F2
O75106,AOC2,39322.4375,EP,3,EP_F3
O75106,AOC2,12902.7470703125,EP,4,EP_F4
P61604,HSPE1,64020.42578125,EP,1,EP_F1
Q13371,PDCL,11498.1650390625,EP,1,EP_F1
Q13371,PDCL,4036.572509765625,EP,4,EP_F4
P30414,NKTR,4329.56591796875,EP,1,EP_F1
P30414,NKTR,7522.3984375,EP,4,EP_F4
P30414,NKTR,15865.2783203125,WO,4,WO_F4
Q5T8D3,ACBD5,19332.166015625,EP,1,EP_F1
Q14914,PTGR1,60251.078125,EP,4,EP_F4
Q14914,PTGR1,25618.09375,WO,4,WO_F4
Q9NRS6,SNX15,10566.998046875,WO,4,WO_F4
Q9NW75,GPATCH2,3553.482421875,WO,2,WO_F2
Q5F1R6,DNAJC21,4268.36767578125,WO,2,WO_F2
Q15835,GRK1,9982.056640625,EP,4,EP_F4
Q8WVK2,SNRNP27,40877.984375,WO,1,WO_F1
Q8WVK2,SNRNP27,24377.703125,WO,2,WO_F2
Q8WVK2,SNRNP27,42043.3203125,WO,3,WO_F3
Q8WVK2,SNRNP27,37291.12890625,WO,4,WO_F4
Q9HAT8,PELI2,6985.28759765625,EP,3,EP_F3
Q9HAT8,PELI2,3349.775634765625,EP,4,EP_F4
Q15768,EFNB3,5158.37548828125,WO,1,WO_F1
Q9BWH6,RPAP1,2565.662353515625,WO,2,WO_F2
Q8N7J2,AMER2,13470.9951171875,EP,2,EP_F2
Q96QR8,PURB,20940.4140625,WO,1,WO_F1
O00442,RTCA,1692.41015625,WO,1,WO_F1
Q9NWM3,CUEDC1,16261.3388671875,WO,1,WO_F1
Q9NWM3,CUEDC1,22090.001953125,WO,2,WO_F2
Q9NWM3,CUEDC1,26298,WO,3,WO_F3
Q96K80,ZC3H10,5677.7294921875,WO,3,WO_F3
Q96K80,ZC3H10,2354.6435546875,WO,4,WO_F4
Q9H3G5,CPVL,5861.904296875,EP,1,EP_F1
Q9H3G5,CPVL,30289.375,EP,4,EP_F4
Q9H3G5,CPVL,4339.47802734375,WO,4,WO_F4
Q9BTE6,AARSD1,6978.4423828125,WO,4,WO_F4
Q8NC96,NECAP1,18780.482421875,WO,1,WO_F1
Q8NC96,NECAP1,22844.912109375,WO,2,WO_F2
Q8NC96,NECAP1,34662.3515625,WO,3,WO_F3
Q5RKV6,EXOSC6,3493.18408203125,EP,2,EP_F2
Q5RKV6,EXOSC6,3639.945068359375,EP,3,EP_F3
Q5RKV6,EXOSC6,25782.2890625,WO,2,WO_F2
Q5RKV6,EXOSC6,15589.0703125,WO,3,WO_F3
P40424,PBX1,10025.697265625,WO,3,WO_F3
Q9H6Q4,CIAO3,4432.5224609375,WO,1,WO_F1
O00115,DNASE2,6158.642578125,EP,2,EP_F2
Q9BRQ0,PYGO2,21762.1015625,WO,1,WO_F1
Q9Y3I0,RTCB,72925.34375,WO,4,WO_F4
Q13017,ARHGAP5,12376.521484375,WO,1,WO_F1
Q53ET0,CRTC2,10812.853515625,WO,2,WO_F2
Q9BRP4,PAAF1,11785.7353515625,EP,2,EP_F2
Q9BRP4,PAAF1,25150.01171875,EP,3,EP_F3
Q9BRP4,PAAF1,20628.2421875,EP,4,EP_F4
Q9BRP4,PAAF1,9964.7958984375,WO,3,WO_F3
Q9BRP4,PAAF1,7928.31298828125,WO,4,WO_F4
Q9BVP2,GNL3,3654.29638671875,EP,2,EP_F2
Q9BVP2,GNL3,5586.28564453125,WO,2,WO_F2
Q9BVP2,GNL3,2140.6201171875,WO,3,WO_F3
Q9Y5U2,TSSC4,2084.44189453125,WO,2,WO_F2
Q9UQR1,ZNF148,3590.3828125,WO,2,WO_F2
Q9UQR1,ZNF148,3764.464111328125,WO,3,WO_F3
Q7L8A9,VASH1,5357.43408203125,WO,2,WO_F2
Q7L8A9,VASH1,6651.24755859375,WO,3,WO_F3
Q9UIV1,CNOT7,2765.965087890625,EP,2,EP_F2
Q9UIV1,CNOT7,5592.19677734375,EP,3,EP_F3
Q99081,TCF12,2896.552490234375,WO,1,WO_F1
Q99081,TCF12,2083.057861328125,WO,4,WO_F4
P30419,NMT1,6820.05029296875,EP,1,EP_F1
Q8IVW6,ARID3B,2078.210205078125,EP,1,EP_F1
Q8IVW6,ARID3B,3502.28955078125,EP,2,EP_F2
Q8IVW6,ARID3B,8511.990234375,EP,3,EP_F3
Q8IVW6,ARID3B,4459.02978515625,WO,2,WO_F2
Q9UHR5,SAP30BP,35705.984375,WO,2,WO_F2
P49761,CLK3,5463.732421875,EP,2,EP_F2
P49761,CLK3,840.11767578125,EP,3,EP_F3
P49761,CLK3,9141.1376953125,WO,2,WO_F2
Q7LBC6,KDM3B,2399.49658203125,WO,1,WO_F1
O95749,GGPS1,2330.677734375,EP,2,EP_F2
O95749,GGPS1,5995.39697265625,EP,3,EP_F3
O95749,GGPS1,5074.48486328125,EP,4,EP_F4
O95749,GGPS1,7781.6962890625,WO,3,WO_F3
O95749,GGPS1,7319.15966796875,WO,4,WO_F4
Q9HAU0,PLEKHA5,2061.58447265625,EP,3,EP_F3
Q9NY61,AATF,3302.006103515625,EP,3,EP_F3
Q9NY61,AATF,5387.1181640625,WO,3,WO_F3
Q9BQ61,TRIR,19714.775390625,WO,3,WO_F3
Q9BQ61,TRIR,41081.70703125,WO,4,WO_F4
Q9BXF6,RAB11FIP5,5499.732421875,WO,3,WO_F3
Q9BXF6,RAB11FIP5,3770.76611328125,WO,4,WO_F4
Q9Y2D0,CA5B,24300.87109375,EP,4,EP_F4
P09661,SNRPA1,141938.875,WO,3,WO_F3
P09661,SNRPA1,70905.3125,WO,4,WO_F4
Q96KS9,FAM167A,5485.7392578125,WO,1,WO_F1
Q96KS9,FAM167A,6585.740234375,WO,3,WO_F3
Q96KS9,FAM167A,6422.37158203125,WO,4,WO_F4
O00178,GTPBP1,6222.39794921875,EP,1,EP_F1
P53597,SUCLG1,65879.4140625,EP,2,EP_F2
P53597,SUCLG1,49465.25,EP,3,EP_F3
P53597,SUCLG1,37692.96875,EP,4,EP_F4
P53597,SUCLG1,17272.6640625,WO,2,WO_F2
P53597,SUCLG1,13164.1865234375,WO,3,WO_F3
P53597,SUCLG1,14847.16796875,WO,4,WO_F4
Q9GZY8,MFF,17606.63671875,WO,2,WO_F2
O95714,HERC2,5430.60400390625,EP,2,EP_F2
O95571,ETHE1,19583.978515625,WO,1,WO_F1
P56945,BCAR1,2312.791015625,WO,1,WO_F1
Q9NZC3,GDE1,4989.91943359375,WO,3,WO_F3
Q9UQB3,CTNND2,1803.3236083984375,WO,1,WO_F1
Q96DA6,DNAJC19,2252.87744140625,EP,1,EP_F1
Q96DA6,DNAJC19,7432.19921875,EP,3,EP_F3
Q96DA6,DNAJC19,2279.835693359375,EP,4,EP_F4
Q96DA6,DNAJC19,3606.432373046875,WO,4,WO_F4
P05452,CLEC3B,2188.2783203125,EP,4,EP_F4
Q92922,SMARCC1,2035.4666748046875,WO,1,WO_F1
P14406,COX7A2,9146.556640625,EP,1,EP_F1
P14406,COX7A2,31147.837890625,EP,4,EP_F4
P14406,COX7A2,28772.51953125,WO,1,WO_F1
P14406,COX7A2,10652.08203125,WO,2,WO_F2
P14406,COX7A2,47474.6640625,WO,3,WO_F3
P14406,COX7A2,78945.9765625,WO,4,WO_F4
Q14657,LAGE3,4238.177734375,WO,3,WO_F3
P05089,ARG1,8152.0888671875,WO,2,WO_F2
P07996,THBS1,5900.78369140625,EP,1,EP_F1
Q8WUH6,TMEM263,2991.303466796875,WO,1,WO_F1
Q8WUH6,TMEM263,4607.5068359375,WO,2,WO_F2
Q16790,CA9,6125.8720703125,EP,2,EP_F2
Q16790,CA9,3380.6474609375,EP,3,EP_F3
Q16790,CA9,63938.66015625,WO,2,WO_F2
Q16790,CA9,17941.625,WO,3,WO_F3
Q16790,CA9,28001.3125,WO,4,WO_F4
Q9UBF2,COPG2,10138.814453125,EP,2,EP_F2
Q9UBF2,COPG2,6923.4462890625,WO,3,WO_F3
P11413,G6PD,45931.8984375,EP,4,EP_F4
Q9P2W7,B3GAT1,11775.533203125,WO,3,WO_F3
P51570,GALK1,8524.6279296875,EP,4,EP_F4
Q8N142,ADSS1,46044.0703125,EP,4,EP_F4
Q9UK59,DBR1,1267.142333984375,EP,1,EP_F1
Q9UK59,DBR1,3849.46337890625,EP,4,EP_F4
O00151,PDLIM1,13889.71484375,EP,1,EP_F1
Q9UHQ9,CYB5R1,36644.59765625,EP,4,EP_F4
Q96JY6,PDLIM2,9255.1767578125,EP,4,EP_F4
Q96JY6,PDLIM2,7651.03173828125,WO,1,WO_F1
Q96JY6,PDLIM2,14311.5517578125,WO,2,WO_F2
O60942,RNGTT,8511.6572265625,EP,2,EP_F2
O60942,RNGTT,1362.525634765625,EP,3,EP_F3
O60942,RNGTT,5116.091796875,WO,2,WO_F2
O15379,HDAC3,1087.7509765625,EP,2,EP_F2
Q7Z7G0,ABI3BP,13068.3427734375,EP,3,EP_F3
Q8NFQ8,TOR1AIP2,6948.884765625,WO,3,WO_F3
Q8NFQ8,TOR1AIP2,6807.60693359375,WO,4,WO_F4
P36959,GMPR,8318.6103515625,EP,3,EP_F3
P36959,GMPR,7745.92626953125,WO,3,WO_F3
P36959,GMPR,4301.31640625,EP,2,EP_F2
Q9NP81,SARS2,7667.79736328125,EP,1,EP_F1
Q01974,ROR2,4560.9306640625,WO,2,WO_F2
Q32P51,HNRNPA1L2,1878156.25,EP,3,EP_F3
O95149,SNUPN,2605.9853515625,EP,1,EP_F1
O95149,SNUPN,5998.74755859375,EP,4,EP_F4
O95149,SNUPN,3986.08203125,WO,4,WO_F4
O96011,PEX11B,8716.5986328125,WO,2,WO_F2
Q5VYS8,TUT7,2706.688232421875,WO,3,WO_F3
Q14515,SPARCL1,1809.3427734375,EP,1,EP_F1
P62273,RPS29,216721.21875,EP,1,EP_F1
P62273,RPS29,81192.09375,EP,2,EP_F2
P62273,RPS29,36188.32421875,EP,3,EP_F3
P62273,RPS29,80477.3515625,EP,4,EP_F4
P62273,RPS29,74978.6171875,WO,2,WO_F2
P62273,RPS29,44225.06640625,WO,3,WO_F3
P62273,RPS29,82834.0546875,WO,1,WO_F1
P62273,RPS29,127004.9296875,WO,4,WO_F4
O75431,MTX2,4410.28662109375,EP,2,EP_F2
O75431,MTX2,3835.08984375,EP,3,EP_F3
O75431,MTX2,3984.4404296875,WO,2,WO_F2
Q13685,AAMP,5773.2734375,EP,1,EP_F1
Q13685,AAMP,6624.7578125,EP,4,EP_F4
Q13685,AAMP,3794.123046875,WO,1,WO_F1
Q96EY8,MMAB,9643.1396484375,EP,2,EP_F2
Q96EY8,MMAB,20727.96484375,EP,3,EP_F3
Q5R372,RABGAP1L,2324.47119140625,EP,4,EP_F4
Q5R372,RABGAP1L,2030.3585205078125,WO,4,WO_F4
P98160,HSPG2,6649.0048828125,EP,4,EP_F4
O15446,POLR1G,55945.01953125,WO,2,WO_F2
O15446,POLR1G,6999.61962890625,WO,4,WO_F4
Q92667,AKAP1,13224.9150390625,WO,3,WO_F3
Q2M2I8,AAK1,5645.4541015625,WO,1,WO_F1
Q9H6T3,RPAP3,3995.360107421875,EP,1,EP_F1
Q86V21,AACS,16675.728515625,EP,1,EP_F1
Q86V21,AACS,9048.4912109375,WO,1,WO_F1
Q13576,IQGAP2,11617.935546875,WO,4,WO_F4
P55212,CASP6,35017.55078125,WO,3,WO_F3
Q9UBP0,SPAST,3689.564453125,WO,1,WO_F1
Q9UBP0,SPAST,6191.234375,WO,3,WO_F3
Q9UBP0,SPAST,5127.048828125,WO,4,WO_F4
P24593,IGFBP5,46619.828125,EP,2,EP_F2
Q8N8I0,SAMD12,1723.40771484375,WO,3,WO_F3
P10515,DLAT,92980.171875,EP,3,EP_F3
P10515,DLAT,37611.41015625,WO,1,WO_F1
P10515,DLAT,43414.4453125,WO,4,WO_F4
Q92526,CCT6B,10182.173828125,WO,2,WO_F2
Q92526,CCT6B,7711.080078125,WO,4,WO_F4
Q9BRF8,CPPED1,35928.90625,EP,4,EP_F4
O00562,PITPNM1,3988.3251953125,WO,1,WO_F1
Q9UL25,RAB21,48757.57421875,WO,2,WO_F2
Q9HCH0,NCKAP5L,0,WO,2,WO_F2
Q16836,HADH,17250.751953125,WO,2,WO_F2
Q12979,ABR,4456.7529296875,WO,3,WO_F3
Q9Y6X4,FAM169A,9554.853515625,EP,1,EP_F1
Q15147,PLCB4,9802.5693359375,EP,1,EP_F1
Q15147,PLCB4,6961.248046875,EP,2,EP_F2
Q15147,PLCB4,5462.458984375,WO,1,WO_F1
Q9HCK1,ZDBF2,16581.08984375,WO,3,WO_F3
Q9NVH0,EXD2,4236.75537109375,WO,4,WO_F4
Q8IXM3,MRPL41,10815.03125,WO,3,WO_F3
Q8IXM3,MRPL41,12876.7939453125,WO,4,WO_F4
Q96DM3,RMC1,4598.62841796875,EP,1,EP_F1
Q05397,PTK2,4568.177734375,WO,1,WO_F1
O96028,NSD2,5657.42041015625,WO,1,WO_F1
O96028,NSD2,8566.1474609375,WO,4,WO_F4
Q9Y6X8,ZHX2,20240.275390625,WO,4,WO_F4
Q9HCJ0,TNRC6C,4070.416259765625,WO,1,WO_F1
Q12767,TMEM94,6087.39892578125,EP,1,EP_F1
Q01814,ATP2B2,9782.5712890625,WO,2,WO_F2
P20020,ATP2B1,6873.6552734375,WO,2,WO_F2
Q9HAN9,NMNAT1,6285.130859375,WO,4,WO_F4
Q8IZQ1,WDFY3,4187.9677734375,EP,3,EP_F3
Q8N8R3,SLC25A29,6721.09375,EP,1,EP_F1
Q8N8R3,SLC25A29,4465.06787109375,EP,4,EP_F4
Q8NHG7,SVIP,8302.3544921875,EP,3,EP_F3
Q8NHG7,SVIP,11320.4814453125,WO,1,WO_F1
Q8NHG7,SVIP,13960.615234375,WO,2,WO_F2
Q8NHG7,SVIP,119792.3828125,WO,3,WO_F3
Q8NHG7,SVIP,38835.97265625,WO,4,WO_F4
O75600,GCAT,1135.2337646484375,EP,3,EP_F3
Q99627,COPS8,4318.95166015625,EP,1,EP_F1
Q99627,COPS8,5699.78173828125,EP,4,EP_F4
Q99627,COPS8,7227.47412109375,WO,1,WO_F1
Q99627,COPS8,5559.33056640625,WO,3,WO_F3
Q99627,COPS8,9350.74609375,WO,4,WO_F4
O94911,ABCA8,21358.861328125,EP,3,EP_F3
O94911,ABCA8,4241.013671875,EP,4,EP_F4
Q9BU40,CHRDL1,28142.509765625,WO,1,WO_F1
Q9BU40,CHRDL1,78089.5234375,WO,2,WO_F2
Q9BU40,CHRDL1,19117.228515625,WO,3,WO_F3
Q9NX40,OCIAD1,13319.23046875,EP,1,EP_F1
Q9NX40,OCIAD1,86771.6171875,EP,3,EP_F3
Q9NX40,OCIAD1,51264.32421875,EP,4,EP_F4
P13473,LAMP2,41975.82421875,WO,4,WO_F4
P09668,CTSH,6037.00732421875,EP,1,EP_F1
P09668,CTSH,5411.6455078125,EP,2,EP_F2
P09668,CTSH,30954.099609375,EP,3,EP_F3
P09668,CTSH,13880.5390625,EP,4,EP_F4
P09668,CTSH,7857.41455078125,WO,1,WO_F1
P09668,CTSH,5620.54443359375,WO,2,WO_F2
P09668,CTSH,12839.89453125,WO,3,WO_F3
P09668,CTSH,16228.78125,WO,4,WO_F4
Q9HCG8,CWC22,6552.03955078125,EP,1,EP_F1
Q9HCG8,CWC22,4841.85009765625,EP,3,EP_F3
Q9HCG8,CWC22,11663.0087890625,WO,1,WO_F1
Q15438,CYTH1,16043.0146484375,EP,2,EP_F2
Q15438,CYTH1,7217.3125,WO,2,WO_F2
Q15438,CYTH1,4701.7060546875,WO,3,WO_F3
P52292,KPNA2,4683.6298828125,WO,3,WO_F3
P52292,KPNA2,1994.877685546875,WO,4,WO_F4
P20674,COX5A,18252.63671875,WO,4,WO_F4
