"SYMBOL","ENTREZID"
"PIK3CA","5290"
"PIK3R1","5295"
"PIK3R2","5296"
"PIK3R3","8503"
"PIK3R4","30849"
"PIKFYVE","200576"
"PIMREG","54478"
"PIN1","5300"
"PIN4","5303"
"PINX1","54984"
"PIP","5304"
"PIP4K2A","5305"
"PIP4K2B","8396"
"PIP4K2C","79837"
"PIP4P1","90809"
"PIP4P2","55529"
"PIP5K1A","8394"
"PIP5K1C","23396"
"PIR","8544"
"PITHD1","57095"
"PITPNA","5306"
"PITPNB","23760"
"PITPNC1","26207"
"PITRM1","10531"
"PITX1","5307"
"PITX2","5308"
"PJA1","64219"
"PKLR","5313"
"PKM","5315"
"PKMYT1","9088"
"PKN1","5585"
"PKN2","5586"
"PKN3","29941"
"PKNOX1","5316"
"PKP2","5318"
"PKP4","8502"
"PLA2G12A","81579"
"PLA2G15","23659"
"PLA2G2D","26279"
"PLA2G4A","5321"
"PLAA","9373"
"PLAGL2","5326"
"PLAT","5327"
"PLAUR","5329"
"PLBD2","196463"
"PLCB1","23236"
"PLCB3","5331"
"PLCD3","113026"
"PLCG1","5335"
"PLCG2","5336"
"PLCH1","23007"
"PLCL2","23228"
"PLD1","5337"
"PLEKHA1","59338"
"PLEKHA5","54477"
"PLEKHA7","144100"
"PLEKHF2","79666"
"PLEKHG3","26030"
"PLEKHO1","51177"
"PLEKHO2","80301"
"PLGRKT","55848"
"PLIN3","10226"
"PLK1","5347"
"PLOD1","5351"
"PLOD2","5352"
"PLOD3","8985"
"PLPBP","11212"
"PLPP6","403313"
"PLRG1","5356"
"PLS1","5357"
"PLS3","5358"
"PLSCR1","5359"
"PLTP","5360"
"PLXDC2","84898"
"PLXNA1","5361"
"PLXNA2","5362"
"PLXNA3","55558"
"PLXNB2","23654"
"PM20D2","135293"
"PMAIP1","5366"
"PMF1","11243"
"PML","5371"
"PMM2","5373"
"PMPCA","23203"
"PMPCB","9512"
"PMS2P11","107161145"
"PMVK","10654"
"PNISR","25957"
"PNKD","25953"
"PNKP","11284"
"PNMA6A","84968"
"PNMA8A","55228"
"PNN","5411"
"PNO1","56902"
"PNP","4860"
"PNPLA6","10908"
"PNPLA8","50640"
"PNPO","55163"
"PNPT1","87178"
"POC1A","25886"
"POC5","134359"
"POFUT1","23509"
"POFUT2","23275"
"POGK","57645"
"POGLUT1","56983"
"POGLUT2","79070"
"POGLUT3","143888"
"POGZ","23126"
"POLA1","5422"
"POLA2","23649"
"POLB","5423"
"POLD1","5424"
"POLD2","5425"
"POLD3","10714"
"POLDIP2","26073"
"POLDIP3","84271"
"POLE","5426"
"POLE2","5427"
"POLE3","54107"
"POLE4","56655"
"POLG","5428"
"POLG2","11232"
"POLGARF","125316803"
"POLK","51426"
"POLL","27343"
"POLR1A","25885"
"POLR1B","84172"
"POLR1C","9533"
"POLR1D","51082"
"POLR1E","64425"
"POLR1F","221830"
"POLR1G","10849"
"POLR2A","5430"
"POLR2B","5431"
"POLR2C","5432"
"POLR2D","5433"
"POLR2E","5434"
"POLR2G","5436"
"POLR2H","5437"
"POLR2I","5438"
"POLR2K","5440"
"POLR2L","5441"
"POLR2M","81488"
"POLR3A","11128"
"POLR3B","55703"
"POLR3C","10623"
"POLR3D","661"
"POLR3E","55718"
"POLR3F","10621"
"POLR3G","10622"
"POLR3H","171568"
"POM121C","100101267"
"POMGNT1","55624"
"POMGNT2","84892"
"POMK","84197"
"POMT1","10585"
"PON2","5445"
"POP1","10940"
"POP4","10775"
"POP5","51367"
"POP7","10248"
"POR","5447"
"POT1","25913"
"POU2F1","5451"
"POU3F2","5454"
"PPA1","5464"
"PPA2","27068"
"PPAN","56342"
"PPAT","5471"
"PPCDC","60490"
"PPCS","79717"
"PPFIA1","8500"
"PPFIA3","8541"
"PPFIBP1","8496"
"PPHLN1","51535"
"PPIB","5479"
"PPIC","5480"
"PPID","5481"
"PPIE","10450"
"PPIF","10105"
"PPIG","9360"
"PPIH","10465"
"PPIL1","51645"
"PPIL2","23759"
"PPIL3","53938"
"PPIL4","85313"
"PPIP5K2","23262"
"PPM1A","5494"
"PPM1B","5495"
"PPM1D","8493"
"PPM1E","22843"
"PPM1F","9647"
"PPM1G","5496"
"PPM1H","57460"
"PPM1L","151742"
"PPME1","51400"
"PPOX","5498"
"PPP1CA","5499"
"PPP1CB","5500"
"PPP1CC","5501"
"PPP1R10","5514"
"PPP1R11","6992"
"PPP1R12A","4659"
"PPP1R12B","4660"
"PPP1R12C","54776"
"PPP1R13B","23368"
"PPP1R13L","10848"
"PPP1R14A","94274"
"PPP1R14B","26472"
"PPP1R14C","81706"
"PPP1R18","170954"
"PPP1R21","129285"
"PPP1R26","9858"
"PPP1R35","221908"
"PPP1R3D","5509"
"PPP1R7","5510"
"PPP1R8","5511"
"PPP1R9A","55607"
"PPP1R9B","84687"
"PPP2CA","5515"
"PPP2CB","5516"
"PPP2R1A","5518"
"PPP2R1B","5519"
"PPP2R2A","5520"
"PPP2R3A","5523"
"PPP2R3C","55012"
"PPP2R5A","5525"
"PPP2R5B","5526"
"PPP2R5C","5527"
"PPP2R5D","5528"
"PPP2R5E","5529"
"PPP3CA","5530"
"PPP3CB","5532"
"PPP3R1","5534"
"PPP4C","5531"
"PPP4R1","9989"
"PPP4R2","151987"
"PPP4R3A","55671"
"PPP4R3B","57223"
"PPP5C","5536"
"PPP6C","5537"
"PPP6R1","22870"
"PPP6R2","9701"
"PPP6R3","55291"
"PPRC1","23082"
"PPT1","5538"
"PPT2","9374"
"PPTC7","160760"
"PPWD1","23398"
"PQBP1","10084"
"PRADC1","84279"
"PRAF2","11230"
"PRC1","9055"
"PRCC","5546"
"PRCP","5547"
"PRDM10","56980"
"PRDM15","63977"
"PRDM16","63976"
"PRDM2","7799"
"PRDX2","7001"
"PRDX3","10935"
"PRDX4","10549"
"PRDX5","25824"
"PRDX6","9588"
"PREB","10113"
"PREP","5550"
"PREPL","9581"
"PRF1","5551"
"PRICKLE3","4007"
"PRIM1","5557"
"PRIM2","5558"
"PRKAA1","5562"
"PRKAA2","5563"
"PRKAB1","5564"
"PRKAB2","5565"
"PRKACA","5566"
"PRKACB","5567"
"PRKAG1","5571"
"PRKAG2","51422"
"PRKAR2A","5576"
"PRKAR2B","5577"
"PRKCA","5578"
"PRKCD","5580"
"PRKCE","5581"
"PRKCI","5584"
"PRKCSH","5589"
"PRKCZ","5590"
"PRKD1","5587"
"PRKD2","25865"
"PRKD3","23683"
"PRKDC","5591"
"PRKG1","5592"
"PRKRA","8575"
"PRKRIP1","79706"
"PRMT1","3276"
"PRMT3","10196"
"PRMT5","10419"
"PRMT6","55170"
"PRMT7","54496"
"PRMT9","90826"
"PRNP","5621"
"PROCR","10544"
"PRORP","9692"
"PROSER1","80209"
"PROSER2","254427"
"PROSER3","148137"
"PROX1","5629"
"PRP4K","8899"
"PRPF18","8559"
"PRPF19","27339"
"PRPF3","9129"
"PRPF31","26121"
"PRPF38A","84950"
"PRPF38B","55119"
"PRPF39","55015"
"PRPF4","9128"
"PRPF40A","55660"
"PRPF40B","25766"
"PRPF6","24148"
"PRPF8","10594"
"PRPS1","5631"
"PRPS2","5634"
"PRPSAP1","5635"
"PRPSAP2","5636"
"PRR12","57479"
"PRR14","78994"
"PRR14L","253143"
"PRR15","222171"
"PRR3","80742"
"PRR36","80164"
"PRRC1","133619"
"PRRC2A","7916"
"PRRC2B","84726"
"PRRC2C","23215"
"PRSS23","11098"
"PRSS3","5646"
"PRTFDC1","56952"
"PRTG","283659"
"PRUNE1","58497"
"PRXL2A","84293"
"PRXL2B","127281"
"PRXL2C","195827"
"PSAP","5660"
"PSAT1","29968"
"PSEN1","5663"
"PSEN2","5664"
"PSIP1","11168"
"PSMA1","5682"
"PSMA2","5683"
"PSMA3","5684"
"PSMA4","5685"
"PSMA5","5686"
"PSMA6","5687"
"PSMA7","5688"
"PSMB1","5689"
"PSMB2","5690"
"PSMB3","5691"
"PSMB4","5692"
"PSMB5","5693"
"PSMB6","5694"
"PSMB7","5695"
"PSMC1","5700"
"PSMC2","5701"
"PSMC3","5702"
"PSMC3IP","29893"
"PSMC4","5704"
"PSMC5","5705"
"PSMC6","5706"
"PSMD1","5707"
"PSMD10","5716"
"PSMD11","5717"
"PSMD12","5718"
"PSMD13","5719"
"PSMD14","10213"
"PSMD2","5708"
"PSMD3","5709"
"PSMD4","5710"
"PSMD6","9861"
"PSMD7","5713"
"PSMD8","5714"
"PSMD9","5715"
"PSME1","5720"
"PSME2","5721"
"PSME3","10197"
"PSME3IP1","80011"
"PSME4","23198"
"PSMF1","9491"
"PSMG1","8624"
"PSMG2","56984"
"PSMG3","84262"
"PSMG4","389362"
"PSPC1","55269"
"PSPH","5723"
"PSRC1","84722"
"PSTPIP2","9050"
"PTAR1","375743"
"PTBP1","5725"
"PTBP2","58155"
"PTBP3","9991"
"PTCD1","26024"
"PTCD3","55037"
"PTDSS1","9791"
"PTDSS2","81490"
"PTEN","5728"
"PTER","9317"
"PTGES2","80142"
"PTGFRN","5738"
"PTGR2","145482"
"PTGR3","284273"
"PTK2","5747"
"PTK7","5754"
"PTMA","5757"
"PTP4A1","7803"
"PTP4A2","8073"
"PTPA","5524"
"PTPMT1","114971"
"PTPN1","5770"
"PTPN11","5781"
"PTPN12","5782"
"PTPN13","5783"
"PTPN18","26469"
"PTPN2","5771"
"PTPN23","25930"
"PTPN9","5780"
"PTPRA","5786"
"PTPRF","5792"
"PTPRG","5793"
"PTPRJ","5795"
"PTPRK","5796"
"PTPRU","10076"
"PTRH1","138428"
"PTRH2","51651"
"PTS","5805"
"PTTG1IP","754"
"PUDP","8226"
"PUF60","22827"
"PUM1","9698"
"PUM2","23369"
"PUM3","9933"
"PURA","5813"
"PURB","5814"
"PUS1","80324"
"PUS10","150962"
"PUS3","83480"
"PUS7","54517"
"PVR","5817"
"PWP1","11137"
"PWP2","5822"
"PWWP2A","114825"
"PWWP3A","84939"
"PXDN","7837"
"PXK","54899"
"PXMP2","5827"
"PXMP4","11264"
"PYCR1","5831"
"PYCR2","29920"
"PYCR3","65263"
"PYGB","5834"
"PYGL","5836"
"PYGO2","90780"
"PYM1","84305"
"PYROXD1","79912"
"PYURF","100996939"
"QARS1","5859"
"QDPR","5860"
"QKI","9444"
"QNG1","84267"
"QPCTL","54814"
"QPRT","23475"
"QRICH1","54870"
"QRSL1","55278"
"QSER1","79832"
"QSOX1","5768"
"QSOX2","169714"
"QTRT1","81890"
"QTRT2","79691"
"R3HCC1","203069"
"R3HCC1L","27291"
"R3HDM1","23518"
"R3HDM2","22864"
"RAB10","10890"
"RAB11A","8766"
"RAB11B","9230"
"RAB11FIP1","80223"
"RAB11FIP2","22841"
"RAB11FIP5","26056"
"RAB12","201475"
"RAB13","5872"
"RAB14","51552"
"RAB15","376267"
"RAB18","22931"
"RAB1A","5861"
"RAB1B","81876"
"RAB21","23011"
"RAB22A","57403"
"RAB23","51715"
"RAB24","53917"
"RAB27A","5873"
"RAB28","9364"
"RAB2A","5862"
"RAB2B","84932"
"RAB31","11031"
"RAB32","10981"
"RAB33B","83452"
"RAB34","83871"
"RAB35","11021"
"RAB39A","54734"
"RAB39B","116442"
"RAB3A","5864"
"RAB3B","5865"
"RAB3D","9545"
"RAB3GAP1","22930"
"RAB3GAP2","25782"
"RAB3IL1","5866"
"RAB3IP","117177"
"RAB43","339122"
"RAB4A","5867"
"RAB4B","53916"
"RAB5A","5868"
"RAB5B","5869"
"RAB5C","5878"
"RAB6A","5870"
"RAB6B","51560"
"RAB7A","7879"
"RAB8A","4218"
"RAB8B","51762"
"RAB9A","9367"
"RAB9B","51209"
"RABEP1","9135"
"RABEPK","10244"
"RABGAP1","23637"
"RABGAP1L","9910"
"RABGEF1","27342"
"RABGGTA","5875"
"RABGGTB","5876"
"RABIF","5877"
"RABL3","285282"
"RABL6","55684"
"RAC1","5879"
"RAC3","5881"
"RACGAP1","29127"
"RACK1","10399"
"RAD1","5810"
"RAD17","5884"
"RAD18","56852"
"RAD21","5885"
"RAD23A","5886"
"RAD23B","5887"
"RAD50","10111"
"RAD51","5888"
"RAD51AP1","10635"
"RAD51C","5889"
"RAD54B","25788"
"RAD54L2","23132"
"RAD9A","5883"
"RADX","55086"
"RAE1","8480"
"RAF1","5894"
"RAI1","10743"
"RAI14","26064"
"RALA","5898"
"RALB","5899"
"RALBP1","10928"
"RALGAPA1","253959"
"RALGAPA2","57186"
"RALGAPB","57148"
"RALGPS2","55103"
"RALY","22913"
"RAN","5901"
"RANBP1","5902"
"RANBP10","57610"
"RANBP2","5903"
"RANBP3","8498"
"RANBP6","26953"
"RANBP9","10048"
"RANGAP1","5905"
"RANGRF","29098"
"RAP1A","5906"
"RAP1B","5908"
"RAP1GDS1","5910"
"RAP2A","5911"
"RAP2B","5912"
"RAP2C","57826"
"RAPGEF1","2889"
"RAPGEF6","51735"
"RAPH1","65059"
"RARS1","5917"
"RARS2","57038"
"RASA1","5921"
"RASA2","5922"
"RASAL2","9462"
"RASSF1","11186"
"RASSF2","9770"
"RASSF5","83593"
"RASSF7","8045"
"RASSF8","11228"
"RAVER1","125950"
"RAVER2","55225"
"RB1","5925"
"RB1CC1","9821"
"RBBP4","5928"
"RBBP5","5929"
"RBBP6","5930"
"RBBP7","5931"
"RBBP8","5932"
"RBBP9","10741"
"RBCK1","10616"
"RBFA","79863"
"RBFOX2","23543"
"RBIS","401466"
"RBL2","5934"
"RBM10","8241"
"RBM12","10137"
"RBM12B","389677"
"RBM14","10432"
"RBM15","64783"
"RBM15B","29890"
"RBM17","84991"
"RBM19","9904"
"RBM20","282996"
"RBM22","55696"
"RBM23","55147"
"RBM25","58517"
"RBM26","64062"
"RBM27","54439"
"RBM28","55131"
"RBM3","5935"
"RBM33","155435"
"RBM34","23029"
"RBM39","9584"
"RBM4","5936"
"RBM41","55285"
"RBM42","79171"
"RBM45","129831"
"RBM47","54502"
"RBM4B","83759"
"RBM5","10181"
"RBM6","10180"
"RBM7","10179"
"RBM8A","9939"
"RBMS1","5937"
"RBMS2","5939"
"RBMX","27316"
"RBMX2","51634"
"RBMXL1","494115"
"RBP1","5947"
"RBPJ","3516"
"RBPMS","11030"
"RBPMS2","348093"
"RBSN","64145"
"RBX1","9978"
"RC3H1","149041"
"RC3H2","54542"
"RCC1","1104"
"RCC1L","81554"
"RCC2","55920"
"RCCD1","91433"
"RCL1","10171"
"RCN1","5954"
"RCN2","5955"
"RCOR1","23186"
"RCOR3","55758"
"RDH10","157506"
"RDH11","51109"
"RDH13","112724"
"RDH14","57665"
"RDX","5962"
"RECK","8434"
"RECQL","5965"
"RECQL4","9401"
"RECQL5","9400"
"REEP2","51308"
"REEP3","221035"
"REEP4","80346"
"REEP5","7905"
"REEP6","92840"
"REL","5966"
"RELA","5970"
"RELCH","57614"
"RELT","84957"
"REPIN1","29803"
"REPS1","85021"
"REPS2","9185"
"RER1","11079"
"RERE","473"
"RESF1","55196"
"REST","5978"
"RETREG2","79137"
"RETREG3","162427"
"RETSAT","54884"
"REXO1","57455"
"REXO2","25996"
"REXO4","57109"
"RFC1","5981"
"RFC2","5982"
"RFC3","5983"
"RFC4","5984"
"RFC5","5985"
"RFK","55312"
"RFLNB","359845"
"RFT1","91869"
"RFTN1","23180"
"RFX1","5989"
"RFX5","5993"
"RFX7","64864"
"RFXAP","5994"
"RGMA","56963"
"RGN","9104"
"RGS10","6001"
"RGS12","6002"
"RHEB","6009"
"RHOA","387"
"RHOB","388"
"RHOC","389"
"RHOG","391"
"RHOQ","23433"
"RHOT1","55288"
"RHOT2","89941"
"RIC8A","60626"
"RIC8B","55188"
"RICTOR","253260"
"RIDA","10247"
"RILPL1","353116"
"RILPL2","196383"
"RIMOC1","285636"
"RING1","6015"
"RINT1","60561"
"RIOK1","83732"
"RIOK2","55781"
"RIOK3","8780"
"RIOX2","84864"
"RIPK1","8737"
"RIPOR1","79567"
"RITA1","84934"
"RLF","6018"
"RLIG1","91298"
"RLIM","51132"
"RMC1","29919"
"RMDN1","51115"
"RMDN3","55177"
"RMI1","80010"
"RMI2","116028"
"RMND1","55005"
"RMND5A","64795"
"RNASEH1","246243"
"RNASEH2A","10535"
"RNASEH2B","79621"
"RNASEH2C","84153"
"RNASEL","6041"
"RNASET2","8635"
"RND3","390"
"RNF10","9921"
"RNF113A","7737"
"RNF114","55905"
"RNF123","63891"
"RNF126","55658"
"RNF128","79589"
"RNF13","11342"
"RNF130","55819"
"RNF138","51444"
"RNF14","9604"
"RNF146","81847"
"RNF150","57484"
"RNF167","26001"
"RNF168","165918"
"RNF170","81790"
"RNF181","51255"
"RNF19B","127544"
"RNF2","6045"
"RNF20","56254"
"RNF213","57674"
"RNF214","257160"
"RNF220","55182"
"RNF25","64320"
"RNF31","55072"
"RNF34","80196"
"RNF4","6047"
"RNF40","9810"
"RNF41","10193"
"RNF5","6048"
"RNGTT","8732"
"RNH1","6050"
"RNMT","8731"
"RNPC3","55599"
"RNPEP","6051"
"RNPS1","10921"
"RO60","6738"
"ROBO1","6091"
"ROCK1","6093"
"ROCK2","9475"
"ROMO1","140823"
"ROR1","4919"
"ROR2","4920"
"RP2","6102"
"RP9","6100"
"RPA1","6117"
"RPA2","6118"
"RPA3","6119"
"RPAP1","26015"
"RPAP3","79657"
"RPF1","80135"
"RPF2","84154"
"RPIA","22934"
"RPL10","6134"
"RPL10A","4736"
"RPL10L","140801"
"RPL11","6135"
"RPL12","6136"
"RPL13","6137"
"RPL13A","23521"
"RPL14","9045"
"RPL15","6138"
"RPL17","6139"
"RPL18","6141"
"RPL18A","6142"
"RPL19","6143"
"RPL21","6144"
"RPL22","6146"
"RPL22L1","200916"
"RPL23","9349"
"RPL23A","6147"
"RPL24","6152"
"RPL26","6154"
"RPL26L1","51121"
"RPL27","6155"
"RPL27A","6157"
"RPL28","6158"
"RPL29","6159"
"RPL3","6122"
"RPL30","6156"
"RPL31","6160"
"RPL32","6161"
"RPL34","6164"
"RPL35","11224"
"RPL35A","6165"
"RPL36","25873"
"RPL36A","6173"
"RPL36AL","6166"
"RPL37","6167"
"RPL37A","6168"
"RPL38","6169"
"RPL4","6124"
"RPL5","6125"
"RPL6","6128"
"RPL7","6129"
"RPL7A","6130"
"RPL7L1","285855"
"RPL8","6132"
"RPLP0","6175"
"RPLP1","6176"
"RPLP2","6181"
"RPN1","6184"
"RPN2","6185"
"RPP14","11102"
"RPP21","79897"
"RPP25","54913"
"RPP25L","138716"
"RPP30","10556"
"RPP38","10557"
"RPP40","10799"
"RPRD1A","55197"
"RPRD1B","58490"
"RPRD2","23248"
"RPS10","6204"
"RPS11","6205"
"RPS12","6206"
"RPS13","6207"
"RPS14","6208"
"RPS15","6209"
"RPS15A","6210"
"RPS16","6217"
"RPS17","6218"
"RPS18","6222"
"RPS19","6223"
"RPS19BP1","91582"
"RPS2","6187"
"RPS20","6224"
"RPS21","6227"
"RPS23","6228"
"RPS24","6229"
"RPS25","6230"
"RPS26","6231"
"RPS27","6232"
"RPS27L","51065"
"RPS28","6234"
"RPS29","6235"
"RPS3","6188"
"RPS3A","6189"
"RPS4X","6191"
"RPS5","6193"
"RPS6","6194"
"RPS6KA1","6195"
"RPS6KA3","6197"
"RPS6KA5","9252"
"RPS6KB1","6198"
"RPS6KB2","6199"
"RPS7","6201"
"RPS8","6202"
"RPS9","6203"
"RPSA","3921"
"RPTOR","57521"
"RPUSD2","27079"
"RPUSD3","285367"
"RPUSD4","84881"
"RRAGA","10670"
"RRAGC","64121"
"RRAGD","58528"
"RRAS","6237"
"RRAS2","22800"
"RRBP1","6238"
"RREB1","6239"
"RRM1","6240"
"RRM2","6241"
"RRM2B","50484"
"RRN3","54700"
"RRP1","8568"
"RRP12","23223"
"RRP15","51018"
"RRP1B","23076"
"RRP36","88745"
"RRP7A","27341"
"RRP8","23378"
"RRP9","9136"
"RRS1","23212"
"RSAD1","55316"
"RSBN1","54665"
"RSBN1L","222194"
"RSF1","51773"
"RSL1D1","26156"
"RSL24D1","51187"
"RSPRY1","89970"
"RSRC1","51319"
"RSRC2","65117"
"RSRP1","57035"
"RSU1","6251"
"RTCA","8634"
"RTCB","51493"
"RTF1","23168"
"RTF2","51507"
"RTL8A","26071"
"RTN1","6252"
"RTN3","10313"
"RTN4","57142"
"RTN4R","65078"
"RTRAF","51637"
"RUFY1","80230"
"RUFY3","22902"
"RUNDC1","146923"
"RUSF1","64755"
"RUVBL1","8607"
"RUVBL2","10856"
"RWDD1","51389"
"RWDD3","25950"
"RWDD4","201965"
"RXRA","6256"
"RXRB","6257"
"RYBP","23429"
"S100A10","6281"
"S100A11","6282"
"S100A13","6284"
"S100A8","6279"
"S100A9","6280"
"S100PBP","64766"
"SAAL1","113174"
"SACM1L","22908"
"SAE1","10055"
"SAFB","6294"
"SAFB2","9667"
"SALL1","6299"
"SALL2","6297"
"SAMD1","90378"
"SAMD11","148398"
"SAMD4B","55095"
"SAMHD1","25939"
"SAMM50","25813"
"SAP130","79595"
"SAP18","10284"
"SAP30","8819"
"SAP30BP","29115"
"SAP30L","79685"
"SAR1A","56681"
"SAR1B","51128"
"SARAF","51669"
"SARM1","23098"
"SARNP","84324"
"SARS1","6301"
"SARS2","54938"
"SART1","9092"
"SART3","9733"
"SASH1","23328"
"SASS6","163786"
"SATB1","6304"
"SATB2","23314"
"SAV1","60485"
"SAYSD1","55776"
"SBDS","51119"
"SBF1","6305"
"SBNO1","55206"
"SCAF1","58506"
"SCAF11","9169"
"SCAF4","57466"
"SCAF8","22828"
"SCAMP1","9522"
"SCAMP2","10066"
"SCAMP3","10067"
"SCAMP4","113178"
"SCAP","22937"
"SCAPER","49855"
"SCARB1","949"
"SCARB2","950"
"SCARF2","91179"
"SCCPDH","51097"
"SCD","6319"
"SCD5","79966"
"SCFD1","23256"
"SCFD2","152579"
"SCLY","51540"
"SCMH1","22955"
"SCML2","10389"
"SCNM1","79005"
"SCO1","6341"
"SCO2","9997"
"SCP2","6342"
"SCRIB","23513"
"SCRN1","9805"
"SCRN2","90507"
"SCRN3","79634"
"SCYL1","57410"
"SCYL2","55681"
"SCYL3","57147"
"SDAD1","55153"
"SDC2","6383"
"SDCCAG8","10806"
"SDE2","163859"
"SDF2","6388"
"SDF2L1","23753"
"SDF4","51150"
"SDHA","6389"
"SDHAF3","57001"
"SDHAF4","135154"
"SDHB","6390"
"SDHC","6391"
"SDK1","221935"
"SDK2","54549"
"SDR39U1","56948"
"SDSL","113675"
"SEC11A","23478"
"SEC11C","90701"
"SEC13","6396"
"SEC16A","9919"
"SEC22B","9554"
"SEC23A","10484"
"SEC23B","10483"
"SEC23IP","11196"
"SEC24A","10802"
"SEC24B","10427"
"SEC24C","9632"
"SEC24D","9871"
"SEC31A","22872"
"SEC61A1","29927"
"SEC61A2","55176"
"SEC61B","10952"
"SEC61G","23480"
"SEC62","7095"
"SECISBP2","79048"
"SECISBP2L","9728"
"SEH1L","81929"
"SEL1L","6400"
"SELENBP1","8991"
"SELENOH","280636"
"SELENOK","58515"
"SELENOM","140606"
"SELENON","57190"
"SELENOO","83642"
"SELENOP","6414"
"SELENOS","55829"
"SELENOT","51714"
"SEMA4B","10509"
"SEMA4C","54910"
"SEMA4D","10507"
"SEMA6A","57556"
"SENP1","29843"
"SENP2","59343"
"SENP3","26168"
"SENP5","205564"
"SENP6","26054"
"SENP7","57337"
"SENP8","123228"
"SEPHS1","22929"
"SEPHS2","22928"
"SEPSECS","51091"
"SEPTIN10","151011"
"SEPTIN11","55752"
"SEPTIN2","4735"
"SEPTIN3","55964"
"SEPTIN5","5413"
"SEPTIN6","23157"
"SEPTIN7","989"
"SEPTIN8","23176"
"SERBP1","26135"
"SERF2","10169"
"SERGEF","26297"
"SERPINA7","6906"
"SERPINB1","1992"
"SERPINB6","5269"
"SERPINB7","8710"
"SERPINB9","5272"
"SERPINE2","5270"
"SERPINF1","5176"
"SERPINH1","871"
"SESN2","83667"
"SESTD1","91404"
"SET","6418"
"SETD1A","9739"
"SETD1B","23067"
"SETD2","29072"
"SETD3","84193"
"SETD7","80854"
"SETDB1","9869"
"SETMAR","6419"
"SETX","23064"
"SEZ6L2","26470"
"SF1","7536"
"SF3A1","10291"
"SF3A2","8175"
"SF3A3","10946"
"SF3B1","23451"
"SF3B2","10992"
"SF3B3","23450"
"SF3B4","10262"
"SF3B5","83443"
"SF3B6","51639"
"SFMBT2","57713"
"SFPQ","6421"
"SFR1","119392"
"SFSWAP","6433"
"SFT2D3","84826"
"SFXN1","94081"
"SGCE","8910"
"SGF29","112869"
"SGK3","23678"
"SGMS2","166929"
"SGO1","151648"
"SGO2","151246"
"SGPL1","8879"
"SGPP1","81537"
"SGSH","6448"
"SGTA","6449"
"SH2B1","25970"
"SH3BGRL","6451"
"SH3BGRL2","83699"
"SH3BGRL3","83442"
"SH3BP1","23616"
"SH3BP5","9467"
"SH3BP5L","80851"
"SH3D19","152503"
"SH3GL1","6455"
"SH3GL2","6456"
"SH3GL3","6457"
"SH3GLB1","51100"
"SH3GLB2","56904"
"SH3KBP1","30011"
"SH3PXD2A","9644"
"SH3PXD2B","285590"
"SH3RF3","344558"
"SHB","6461"
"SHC1","6464"
"SHC4","399694"
"SHISA2","387914"
"SHKBP1","92799"
"SHMT1","6470"
"SHMT2","6472"
"SHOC2","8036"
"SHPK","23729"
"SHPRH","257218"
"SHQ1","55164"
"SHROOM1","134549"
"SHTN1","57698"
"SIAE","54414"
"SIDT2","51092"
"SIGMAR1","10280"
"SIK2","23235"
"SIKE1","80143"
"SIL1","64374"
"SIMC1","375484"
"SIN3A","25942"
"SIN3B","23309"
"SINHCAF","58516"
"SIPA1","6494"
"SIPA1L1","26037"
"SIPA1L2","57568"
"SIPA1L3","23094"
"SIRPA","140885"
"SIRT1","23411"
"SIRT2","22933"
"SIRT5","23408"
"SIRT6","51548"
"SIX1","6495"
"SIX4","51804"
"SKA1","220134"
"SKA2","348235"
"SKA3","221150"
"SKI","6497"
"SKIC2","6499"
"SKIC3","9652"
"SKIC8","80349"
"SKIL","6498"
"SKP1","6500"
"SKP2","6502"
"SLAIN1","122060"
"SLAIN2","57606"
"SLBP","7884"
"SLC12A2","6558"
"SLC12A4","6560"
"SLC12A7","10723"
"SLC12A9","56996"
"SLC15A4","121260"
"SLC16A1","6566"
"SLC16A10","117247"
"SLC16A2","6567"
"SLC17A5","26503"
"SLC19A1","6573"
"SLC19A2","10560"
"SLC1A3","6507"
"SLC1A4","6509"
"SLC1A5","6510"
"SLC20A1","6574"
"SLC23A2","9962"
"SLC25A1","6576"
"SLC25A10","1468"
"SLC25A11","8402"
"SLC25A12","8604"
"SLC25A13","10165"
"SLC25A14","9016"
"SLC25A15","10166"
"SLC25A17","10478"
"SLC25A19","60386"
"SLC25A20","788"
"SLC25A21","89874"
"SLC25A22","79751"
"SLC25A24","29957"
"SLC25A25","114789"
"SLC25A3","5250"
"SLC25A32","81034"
"SLC25A4","291"
"SLC25A5","292"
"SLC25A6","293"
"SLC26A2","1836"
"SLC26A6","65010"
"SLC27A2","11001"
"SLC27A3","11000"
"SLC27A4","10999"
"SLC29A1","2030"
"SLC2A1","6513"
"SLC2A10","81031"
"SLC2A13","114134"
"SLC30A1","7779"
"SLC30A5","64924"
"SLC30A7","148867"
"SLC30A9","10463"
"SLC31A1","1317"
"SLC33A1","9197"
"SLC35B1","10237"
"SLC35B2","347734"
"SLC35E1","79939"
"SLC35F2","54733"
"SLC37A3","84255"
"SLC37A4","2542"
"SLC38A1","81539"
"SLC38A10","124565"
"SLC38A2","54407"
"SLC38A9","153129"
"SLC39A1","27173"
"SLC39A11","201266"
"SLC39A14","23516"
"SLC39A6","25800"
"SLC3A2","6520"
"SLC41A3","54946"
"SLC44A1","23446"
"SLC44A2","57153"
"SLC4A1AP","22950"
